id,name,email,username,phone,street_address,city,state,zip_code,birth_date,age,income,segment,tier,total_purchases,acquisition_source,valid_from,valid_to,active
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,0,organic,2022-03-03 15:09:35,2022-03-03 16:13:52,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,1,organic,2022-03-03 16:13:52,2022-04-14 20:47:55,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,2,organic,2022-04-14 20:47:55,2022-07-02 09:44:57,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,3,organic,2022-07-02 09:44:57,2022-07-07 14:07:29,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,4,organic,2022-07-07 14:07:29,2022-08-07 20:49:00,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,5,organic,2022-08-07 20:49:00,2022-08-18 18:26:41,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,6,organic,2022-08-18 18:26:41,2022-08-31 11:36:23,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,7,organic,2022-08-31 11:36:23,2022-11-28 19:45:09,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,8,organic,2022-11-28 19:45:09,2022-12-06 10:16:47,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,9,organic,2022-12-06 10:16:47,2022-12-18 22:48:44,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,10,organic,2022-12-18 22:48:44,2023-02-19 10:21:39,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,11,organic,2023-02-19 10:21:39,2023-04-08 09:20:26,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,12,organic,2023-04-08 09:20:26,2023-05-15 12:47:16,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,13,organic,2023-05-15 12:47:16,2023-07-12 17:44:09,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,14,organic,2023-07-12 17:44:09,2023-07-31 19:06:12,True
CUST_000016,Logan Bean,logan.bean@outlook.com,logan_bean,001-398-584-3455x43743,9054 Brianna Brooks Apt. 393,East Jon,MS,10631,1984-12-07,47,25096.286193283726,premium,regular,15,organic,2023-07-31 19:06:12,,True
CUST_000017,Thomas Harris,thomas_harris@gmail.com,thomas.harris,555-659-9266,3528 Caldwell Stream,Walterhaven,OK,09723,1984-05-03,53,80872.1454315027,mainstream,regular,0,paid_search,2022-03-03 15:12:03,,True
CUST_000018,James Knight,jamesknight@yahoo.com,jamesknight,001-974-714-4331x514,14097 Sherri Gardens,Brewerside,GA,54220,1906-06-16,28,73137.99634065693,mainstream,regular,0,social,2022-03-03 10:11:31,,True
CUST_000019,Lucía Prado Leal,luca.pradoleal@gmail.com,lucapradoleal,(639)669-7308,59179 Allen Station,Newtonbury,DC,36344,1956-02-15,32,103783.45258411493,mainstream,regular,0,organic,2022-03-03 19:46:38,,True
CUST_000020,Matthew Johnson,matthew.johnson@yahoo.com,matthew.johnson,(663)946-8189x8581,24268 Jackson Neck,North Brianland,FM,62875,1911-06-03,41,63029.676935447394,mainstream,regular,0,paid_search,2022-03-03 09:52:53,,True
CUST_000021,Jenna Travis,jenna_travis@hotmail.com,jenna_travis,(485)868-3058x45521,2457 Tucker Lock,Maldonadoberg,VT,58403,1976-09-05,46,54418.766965002826,budget,regular,0,organic,2022-03-03 17:28:31,,True
CUST_000022,Christopher Mitchell,christophermitchell@gmail.com,christopher_mitchell,(319)976-9399x6129,5078 Wilson Unions Apt. 261,Bartonbury,MS,41296,1946-06-09,47,19294.373926873766,mainstream,regular,0,paid_search,2022-03-04 21:08:48,,True
CUST_000023,Leigh Burke-Hunt,leigh.burkehunt@yahoo.com,lburkehunt510,+1-912-461-1921,199 Wang Springs Suite 547,Johnsonside,GU,45818,1918-01-31,39,32622.813722620125,budget,regular,0,organic,2022-03-04 07:09:29,,True
CUST_000024,Sandra Carlson,sandracarlson@gmail.com,sandra.carlson,817.732.1992,42197 Mcneil Shores Apt. 061,West Katie,UT,19935,1958-07-25,31,142321.28240273424,mainstream,regular,0,organic,2022-03-04 08:04:44,,True
CUST_000025,Anthony Williams,anthony_williams@hotmail.com,anthony_williams,(761)820-6779x378,6092 Robert Ville Suite 161,Katiebury,OK,46889,1941-10-22,57,38388.427484986394,mainstream,regular,0,organic,2022-03-05 16:50:50,,True
CUST_000026,Hollie Williams-Hunt,hollie_williamshunt@gmail.com,holliewilliamshunt,001-483-868-2598x914,9074 Stevens Mountain Suite 387,Destinyport,NC,10662,1968-08-24,55,195709.41024191442,premium,regular,0,organic,2022-03-05 20:01:42,,True
CUST_000027,Megan Booth,megan.booth@outlook.com,meganbooth,(310)862-5653x5051,077 Jones Roads Suite 921,West Rebecca,NV,94717,1948-09-17,29,33571.35872428341,mainstream,regular,0,organic,2022-03-05 10:54:38,,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,0,paid_search,2022-03-05 09:04:54,2022-03-05 09:28:29,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,1,paid_search,2022-03-05 09:28:29,2022-03-20 18:39:41,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,2,paid_search,2022-03-20 18:39:41,2022-08-15 06:06:18,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,3,paid_search,2022-08-15 06:06:18,2022-09-09 20:12:37,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,4,paid_search,2022-09-09 20:12:37,2022-09-26 15:18:14,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,5,paid_search,2022-09-26 15:18:14,2022-10-08 12:36:05,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,6,paid_search,2022-10-08 12:36:05,2022-10-23 18:51:22,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,7,paid_search,2022-10-23 18:51:22,2022-12-05 13:05:08,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,8,paid_search,2022-12-05 13:05:08,2022-12-17 08:00:37,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,9,paid_search,2022-12-17 08:00:37,2023-01-21 07:22:28,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,10,paid_search,2023-01-21 07:22:28,2023-03-29 13:23:59,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,11,paid_search,2023-03-29 13:23:59,2023-04-05 20:27:17,True
CUST_000028,Brian Jones,brian_jones@yahoo.com,brian.jones,817.503.0714x9089,005 Gomez Harbors Suite 406,New Erica,NC,17650,2000-08-16,45,39053.62105631901,premium,regular,12,paid_search,2023-04-05 20:27:17,,True
CUST_000029,Matthew Monroe,mmonroe057@gmail.com,matthewmonroe,(897)486-5958,17129 Calvin Springs,Brandonland,MO,44565,1923-04-14,21,27007.7555194717,budget,regular,0,organic,2022-03-05 15:31:08,,True
CUST_000030,Brian Thompson,brianthompson@gmail.com,brian.thompson,+1-545-776-0071,320 Miller Tunnel,East Christopherton,MD,05549,1996-07-01,50,44447.062225087044,mainstream,regular,0,referral,2022-03-05 16:00:34,,True
CUST_000031,Matthew Day,matthew_day@yahoo.com,matthew_day,(544)620-8342x519,151 Jose Prairie Apt. 334,Port Jorgeview,NH,93146,1920-10-09,34,76781.2525926337,budget,regular,0,referral,2022-03-05 20:57:32,,True
CUST_000032,Jillian Garcia,jillian_garcia@hotmail.com,jilliangarcia,533-866-3675x518,44461 Turner Locks Suite 518,Norrisshire,AK,01316,1975-08-17,26,23228.863321148016,budget,regular,0,paid_search,2022-03-05 20:53:41,,True
CUST_000033,Justin Williams,justinwilliams@gmail.com,justinwilliams,716-604-3511,41033 Hawkins Mountains,Edwardsmouth,FM,83165,1955-01-10,35,21683.264839249627,mainstream,regular,0,paid_search,2022-03-05 17:09:08,,True
CUST_000034,Alyssa Wilson,alyssa.wilson@yahoo.com,alyssa_wilson,001-367-387-5064,01746 Lopez Island Apt. 959,Anthonystad,AR,57634,1964-06-26,34,47532.238669985156,mainstream,regular,0,social,2022-03-05 10:02:00,,True
CUST_000035,Miss Deborah Miller,miss.deborahmiller@hotmail.com,missdeborahmiller,(725)749-8913x66012,70856 Courtney Crescent Apt. 379,East Kristineshire,AR,61507,1984-08-26,58,50512.65894303265,mainstream,regular,0,organic,2022-03-05 10:50:13,,True
CUST_000036,Tania Rincón,tania.rincn@hotmail.com,tania.rincn,221.279.0484,5513 Wolf Fall,Larrymouth,ND,29771,1918-12-17,40,161706.39744851115,budget,regular,0,organic,2022-03-05 19:54:31,,True
CUST_000037,Heidi Douglas,heidi.douglas@gmail.com,heidi.douglas,(811)835-6402x408,475 Ramirez Plaza Suite 847,Garybury,WY,61841,1961-06-02,49,122499.33196779892,mainstream,regular,0,organic,2022-03-06 21:24:02,,True
CUST_000038,Samuel Stewart,samuel_stewart@gmail.com,samuel_stewart,565.737.1062x01773,50846 Castillo Summit,North Kerrymouth,NH,95529,1992-10-04,42,25793.056463762805,mainstream,regular,0,organic,2022-03-06 19:19:30,,True
CUST_000039,Marion Evans,marionevans@outlook.com,marionevans,+1-771-522-1681,4514 Wilson Light Apt. 321,South Gordonmouth,MH,09771,1942-10-20,53,43180.26463377868,budget,regular,0,referral,2022-03-07 17:28:28,,True
CUST_000040,Kyle Mcintosh,kyle.mcintosh@yahoo.com,kylemcintosh,001-370-834-0344x1581,685 Peterson Islands,Melissafurt,FL,35854,1930-05-05,27,42980.91690052831,budget,regular,0,paid_search,2022-03-07 15:48:33,,True
CUST_000041,Ashley Cochran,ashleycochran@yahoo.com,ashleycochran,+1-802-678-9669x1743,21150 Knight Valley Apt. 726,Elizabethberg,VI,05040,1986-09-06,51,36137.04728721249,premium,regular,0,social,2022-03-07 11:52:42,,True
CUST_000042,Andrea Cuevas,andrea.cuevas@gmail.com,andrea.cuevas,001-913-850-9919x26458,001 Vanessa Curve Apt. 446,Lake Jenniferport,KS,96486,1961-05-19,65,54145.838738967344,budget,regular,0,organic,2022-03-07 22:48:18,,True
CUST_000043,Rubén Villanueva,rubn.villanueva@outlook.com,rubnvillanueva,+1-935-459-6070,4864 Anderson Highway Apt. 543,Johnsonport,SD,38147,1913-09-23,43,71135.89612045875,budget,regular,0,paid_search,2022-03-07 20:01:45,,True
CUST_000044,Bonnie Shields,bonnie_shields@hotmail.com,bshields750,950.779.6219x26041,257 Mason Inlet Suite 266,Port Danielhaven,IL,32349,1937-04-03,17,37378.123668060856,premium,regular,0,paid_search,2022-03-07 16:46:16,,True
CUST_000045,Katy Kennedy,katy_kennedy@outlook.com,kkennedy000,445.780.6492,4253 Garcia Place Suite 350,Jonesshire,NJ,68997,1907-08-12,52,24910.462234468592,mainstream,regular,0,referral,2022-03-08 13:53:22,,True
CUST_000046,Leon Walsh,leonwalsh@yahoo.com,leon_walsh,876.912.8735x95384,94490 Barnes Harbors,Luisland,AL,44715,1965-03-29,71,72176.56434110642,budget,regular,0,social,2022-03-08 20:56:14,,True
CUST_000047,Ing. Marcela Perea,imarcelaperea068@hotmail.com,ingmarcelaperea,230-337-2562x114,747 Scott Terrace Suite 337,Port Jeremy,ME,80235,1991-09-06,59,64599.85704423792,mainstream,regular,0,organic,2022-03-08 16:59:36,,True
CUST_000048,Karen Estrada MD,karen.estradamd@outlook.com,karenestradamd,+1-830-463-3941x24625,1490 Nicholas Overpass,Scottstad,IL,05104,1982-04-07,11,65159.95051959527,premium,regular,0,organic,2022-03-08 22:51:34,,True
CUST_000049,Caleb Burch,calebburch@outlook.com,calebburch,439-597-3956x2347,73371 Anthony Green Suite 283,Alexisside,TX,01942,1957-09-22,57,29785.340908149316,mainstream,regular,0,paid_search,2022-03-09 20:24:47,,True
CUST_000050,Donald Stewart,donald.stewart@hotmail.com,donald.stewart,001-841-959-2446x66669,48433 Dennis Unions Apt. 854,Brookeborough,WV,24908,1983-03-13,55,79052.31358301602,premium,regular,0,organic,2022-03-09 16:27:01,,True
CUST_000051,Michael Ferguson,mferguson831@yahoo.com,michaelferguson,2464660923,971 Small Throughway Apt. 838,East Haley,CT,81664,1996-12-21,21,148367.09147342935,mainstream,regular,0,organic,2022-03-09 11:51:25,,True
CUST_000052,Derek Wallace,derek_wallace@hotmail.com,derek_wallace,001-890-490-5475,14085 Lisa Parks Apt. 018,West Susanburgh,AL,66955,1925-05-25,52,82713.43046787096,premium,regular,0,paid_search,2022-03-09 19:57:24,,True
CUST_000053,Jeffrey Morris,jeffrey_morris@gmail.com,jeffrey_morris,(307)338-5192x5515,54862 Kathleen Plains Suite 777,Lake Shelleymouth,NC,48179,1935-06-14,61,108572.96608813196,mainstream,regular,0,organic,2022-03-09 12:20:16,,True
CUST_000054,Vickie Simpson,vickie_simpson@gmail.com,vickie_simpson,(221)490-4136x9654,48570 Alicia Rapid Suite 846,Hullburgh,MH,84799,1988-02-15,38,137152.22857060854,budget,regular,0,paid_search,2022-03-09 16:53:01,,True
CUST_000055,Alexandra Lambert-Lewis,alexandra.lambertlewis@yahoo.com,alexandralambertlewis,520-416-1145x020,46507 Washington Mews Suite 475,Chambersview,PW,89201,1976-03-03,42,50401.10237348771,budget,regular,0,paid_search,2022-03-10 11:35:57,,True
CUST_000056,Shari Johnson,shari.johnson@outlook.com,sharijohnson,001-928-650-5325,4617 Kayla Crest Suite 385,Dickersonhaven,MP,50761,1950-09-23,43,25312.618845483208,premium,regular,0,paid_search,2022-03-10 11:50:42,,True
CUST_000057,Guadalupe Zamora,guadalupezamora@gmail.com,guadalupezamora,001-241-937-1504x2108,34896 Preston Rest,Dunlapside,LA,41772,1922-05-10,65,25619.050661693735,budget,regular,0,paid_search,2022-03-10 18:54:59,,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,0,organic,2022-03-10 14:46:22,2022-03-10 15:03:44,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,1,organic,2022-03-10 15:03:44,2022-05-15 13:12:29,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,2,organic,2022-05-15 13:12:29,2022-06-29 20:00:42,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,3,organic,2022-06-29 20:00:42,2022-09-02 09:56:14,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,4,organic,2022-09-02 09:56:14,2022-10-13 13:18:37,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,5,organic,2022-10-13 13:18:37,2022-11-01 19:51:24,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,6,organic,2022-11-01 19:51:24,2022-11-21 12:42:30,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,7,organic,2022-11-21 12:42:30,2023-02-08 18:15:10,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,8,organic,2023-02-08 18:15:10,2023-03-20 20:23:28,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,9,organic,2023-03-20 20:23:28,2023-04-16 17:35:54,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,10,organic,2023-04-16 17:35:54,2023-04-19 16:39:05,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,11,organic,2023-04-19 16:39:05,2023-07-04 10:31:49,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,12,organic,2023-07-04 10:31:49,2023-10-11 07:27:12,True
CUST_000058,Steven Davis,steven.davis@outlook.com,steven.davis,+1-380-525-2992x212,504 Boyle Islands Apt. 202,New Thomasstad,MI,74963,1970-12-03,43,45309.45097552841,mainstream,regular,13,organic,2023-10-11 07:27:12,,True
CUST_000059,Michael Daniels,michaeldaniels@yahoo.com,mdaniels114,(402)398-6058,1818 Karen Views,East Michael,NE,12880,1937-07-14,65,107528.50088878722,budget,regular,0,paid_search,2022-03-10 08:17:38,,True
CUST_000060,Mrs. Courtney Sanchez,mrscourtneysanchez@outlook.com,mrs_courtneysanchez,605.461.5211,00896 Kimberly Flats Suite 239,South Joyce,MD,45728,1982-05-28,32,71270.88655041523,mainstream,regular,0,organic,2022-03-11 15:07:17,,True
CUST_000061,Chad Vance,chad.vance@outlook.com,chad.vance,001-612-553-9121x73193,82017 Shawn Ford Apt. 325,North Jennifer,KY,84482,1972-11-28,68,63126.4688630202,budget,regular,0,social,2022-03-11 10:14:11,,True
CUST_000062,Crystal Roberts,crystalroberts@hotmail.com,crystal.roberts,(765)283-7043x9208,90270 Reyes Drive,Lake Caleb,VA,32531,1917-09-03,37,128412.93328568352,budget,regular,0,organic,2022-03-11 07:41:14,,True
CUST_000063,Charles Klein,charles_klein@outlook.com,charlesklein,(687)255-2356,74382 Bird Coves Suite 321,Davisview,ME,93880,1996-12-31,43,38616.91898831596,mainstream,regular,0,organic,2022-03-11 16:30:48,,True
CUST_000064,Adam Burke,adamburke@hotmail.com,adam.burke,001-397-218-8778x61085,682 Timothy View Apt. 871,Karenborough,WA,91702,1995-02-02,38,55146.0028753307,mainstream,regular,0,paid_search,2022-03-11 19:30:27,,True
CUST_000065,Tania Magdalena Berríos Carvajal,taniamagdalenaberroscarvajal@yahoo.com,tania.magdalenaberroscarvajal,700.313.2042x070,9467 Justin Shore Apt. 220,Port Analand,MP,29172,2002-07-15,13,34515.71300802292,budget,regular,0,referral,2022-03-11 11:52:59,,True
CUST_000066,Noelia Rosalia Lucero,noeliarosalialucero@gmail.com,noelia.rosalialucero,781-554-6622x614,42528 Watson Courts Apt. 642,Larryside,WA,12236,1954-06-08,38,50182.62596448247,mainstream,regular,0,social,2022-03-11 16:02:54,,True
CUST_000067,Regina Dunn,reginadunn@hotmail.com,rdunn770,001-932-567-3380x55763,7615 Brandt Island Suite 349,East Nicholastown,MS,12877,1974-05-12,47,34360.66204708508,mainstream,regular,0,organic,2022-03-11 06:20:13,,True
CUST_000068,Ann Campos,ann.campos@hotmail.com,ann_campos,700.892.8692x6267,435 Mills Inlet,Lake Jameschester,ND,66686,1927-10-30,21,15132.06648159997,mainstream,regular,0,paid_search,2022-03-11 19:04:09,,True
CUST_000069,Steven Edwards,steven_edwards@yahoo.com,stevenedwards,001-518-548-4612x274,6107 Charles Islands,Campbellport,NE,51640,1949-06-17,31,56122.54621149235,budget,regular,0,social,2022-03-12 07:35:35,,True
CUST_000070,Mark Bishop,mbishop890@yahoo.com,mark.bishop,226.257.4207x3131,992 Walker Junction,Stewartton,MI,80855,1960-10-25,58,40063.00625467154,premium,regular,0,social,2022-03-12 19:13:57,,True
CUST_000071,Mr Stuart Myers,mrstuartmyers@yahoo.com,mrstuartmyers,(687)608-6246,912 Julie Hills,Port Kristinafurt,DE,90457,1970-07-17,27,55048.97210634402,mainstream,regular,0,organic,2022-03-12 22:21:39,,True
